State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,COIMBATORE,2000,Whole Year,Cardamom,6,,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,COIMBATORE,2000,Whole Year,Cashewnut,43,17,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2000,Whole Year,Coriander,294,53,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2000,Whole Year,Dry chillies,1716,1653,"Damping off, die back and Anthracnose"
Tamil Nadu,COIMBATORE,2000,Whole Year,Onion,4450,58829,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,COIMBATORE,2000,Whole Year,Sannhamp,5,4,"Severe leaf distortion"
Tamil Nadu,COIMBATORE,2000,Whole Year,Sugarcane,11167,1117764,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2000,Whole Year,Tapioca,1236,43860,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,COIMBATORE,2000,Whole Year,Tobacco,601,1040,"Black shank, damping off and nematode attack"
Tamil Nadu,COIMBATORE,2000,Whole Year,Turmeric,4178,26062,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,COIMBATORE,2001,Kharif,Arhar/Tur,563,370,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2001,Kharif,Bajra,236,450,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2001,Kharif,Cotton(lint),10220,14650,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,COIMBATORE,2001,Kharif,Groundnut,19152,29100,"Wilt, root rot and leaf spot"
Tamil Nadu,COIMBATORE,2001,Kharif,Jowar,75752,29680,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,COIMBATORE,2001,Kharif,Moong(Green Gram),4420,1260,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,COIMBATORE,2001,Kharif,Ragi,233,420,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,COIMBATORE,2001,Kharif,Rice,10548,37200,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2001,Kharif,Sesamum,914,460,"Phyllody, dry root rot and blight"
Tamil Nadu,COIMBATORE,2001,Kharif,Sunflower,45,60,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,COIMBATORE,2001,Kharif,Urad,1839,720,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,COIMBATORE,2001,Whole Year,Sugarcane,13438,1496800,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2002,Kharif,Arhar/Tur,468,255,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2002,Kharif,Bajra,624,684,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2002,Kharif,Castor seed,168,62,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,COIMBATORE,2002,Kharif,Cotton(lint),5103,3024,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,COIMBATORE,2002,Kharif,Groundnut,13131,12376,"Wilt, root rot and leaf spot"
Tamil Nadu,COIMBATORE,2002,Kharif,Horse-gram,5794,1171,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,COIMBATORE,2002,Kharif,Jowar,80595,23240,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,COIMBATORE,2002,Kharif,Korra,1,1,"Rust, blast and brown spot"
Tamil Nadu,COIMBATORE,2002,Kharif,Maize,18242,20520,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,COIMBATORE,2002,Kharif,Moong(Green Gram),4238,699,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,COIMBATORE,2002,Kharif,Other Kharif pulses,12702,2721,"Blight, wilt and root rot"
Tamil Nadu,COIMBATORE,2002,Kharif,Ragi,198,264,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,COIMBATORE,2002,Kharif,Rice,6577,22152,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2002,Kharif,Samai,24,17,"Leaf blight, blast, rot and smut"
Tamil Nadu,COIMBATORE,2002,Kharif,Sesamum,525,177,"Phyllody, dry root rot and blight"
Tamil Nadu,COIMBATORE,2002,Kharif,Sunflower,10,12,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,COIMBATORE,2002,Kharif,Urad,2083,831,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,COIMBATORE,2002,Kharif,Varagu,1,1,"Head smut, ergot disease and rust"
Tamil Nadu,COIMBATORE,2002,Rabi,Gram,4113,3046,"Wilt, black rust and mould"
Tamil Nadu,COIMBATORE,2002,Rabi,Wheat,6,0,"Powdery mildew, loose smut and rust"
Tamil Nadu,COIMBATORE,2002,Whole Year,Arecanut,1589,,"Die back disease, bud rot and fruit rot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Ash Gourd,67,0,"Downy mildew, powdery mildew and leaf spot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Banana,6499,212533,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2002,Whole Year,Beans & Mutter(Vegetable),2,0,"Anthracnose, bean root rots, rust and blights"
Tamil Nadu,COIMBATORE,2002,Whole Year,Beet Root,265,0,"Leaf spot, curly top and beet mosaic"
Tamil Nadu,COIMBATORE,2002,Whole Year,Bhindi,392,5017,"Damping off, powdery mildew and wilt"
Tamil Nadu,COIMBATORE,2002,Whole Year,Bitter Gourd,182,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Bottle Gourd,12,0,"Anthracnose disease, leaf spots and nematode attack"
Tamil Nadu,COIMBATORE,2002,Whole Year,Brinjal,621,6413,"Damping Off, blight and leaf spot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Cashewnut,243,73,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Cauliflower,59,0,"Leaf spot, soft rot, cauliflower mosaic and black rot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Citrus Fruit,56,62,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,COIMBATORE,2002,Whole Year,Coconut,99250,630000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,COIMBATORE,2002,Whole Year,Coriander,680,323,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2002,Whole Year,Cucumber,33,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,COIMBATORE,2002,Whole Year,Drum Stick,45,0,"Damping off and twig canker"
Tamil Nadu,COIMBATORE,2002,Whole Year,Dry chillies,1265,654,"Damping off, die back and Anthracnose"
Tamil Nadu,COIMBATORE,2002,Whole Year,Garlic,2,11,"Damping off, purple blotch and leaf blight"
Tamil Nadu,COIMBATORE,2002,Whole Year,Grapes,368,6782,"Grape rot, canker and botrytis"
Tamil Nadu,COIMBATORE,2002,Whole Year,Jack Fruit,13,147,"Soft rot, die back and leaf spot."
Tamil Nadu,COIMBATORE,2002,Whole Year,Lab-Lab,119,0,"Bacterial leaf spot and blight"
Tamil Nadu,COIMBATORE,2002,Whole Year,Mango,3848,28864,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,COIMBATORE,2002,Whole Year,Onion,1970,26248,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,COIMBATORE,2002,Whole Year,Orange,18,28,"Greening disease and citrus canker"
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Citrus Fruit,162,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Fresh Fruits,325,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,COIMBATORE,2002,Whole Year,Other Vegetables,626,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,COIMBATORE,2002,Whole Year,Papaya,149,0,"Damping off, blight and powdery mildew"
Tamil Nadu,COIMBATORE,2002,Whole Year,Pome Fruit,172,900,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,COIMBATORE,2002,Whole Year,Pome Granet,51,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Redish,9,0,"Blight, rust and radish mosic"
Tamil Nadu,COIMBATORE,2002,Whole Year,Ribed Guard,78,0,"Anthracnose, powdery mildew and downy mildew"
Tamil Nadu,COIMBATORE,2002,Whole Year,Snak Guard,85,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Sugarcane,9623,830060,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2002,Whole Year,Tapioca,518,15576,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,COIMBATORE,2002,Whole Year,Tomato,4409,56986,"Damping off, leaf spot and canker"
Tamil Nadu,COIMBATORE,2002,Whole Year,Turmeric,1453,7620,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,COIMBATORE,2002,Whole Year,Water Melon,32,0,"Downy mildew, powdery mildew and Anthracnose"
Tamil Nadu,COIMBATORE,2002,Whole Year,Yam,5,0,"Anthracnose and yam mosaic virus"
Tamil Nadu,COIMBATORE,2003,Kharif,Arhar/Tur,342,209,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2003,Kharif,Bajra,500,575,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2003,Kharif,Castor seed,205,76,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,COIMBATORE,2003,Kharif,Cotton(lint),6881,8600,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,COIMBATORE,2003,Kharif,Groundnut,16629,14937,"Wilt, root rot and leaf spot"
Tamil Nadu,COIMBATORE,2003,Kharif,Horse-gram,5967,1710,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,COIMBATORE,2003,Kharif,Jowar,94373,28512,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,COIMBATORE,2003,Kharif,Korra,1,1,"Rust, blast and brown spot"
Tamil Nadu,COIMBATORE,2003,Kharif,Maize,21839,24570,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,COIMBATORE,2003,Kharif,Moong(Green Gram),5730,1737,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,COIMBATORE,2003,Kharif,Other Kharif pulses,15696,3363,"Blight, wilt and root rot"
Tamil Nadu,COIMBATORE,2003,Kharif,Ragi,174,240,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,COIMBATORE,2003,Kharif,Rice,3654,10643,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2003,Kharif,Sesamum,874,279,"Phyllody, dry root rot and blight"
Tamil Nadu,COIMBATORE,2003,Kharif,Small millets,19,12,"Downy mildew, smut disease and foot rot"
Tamil Nadu,COIMBATORE,2003,Kharif,Sunflower,13,17,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,COIMBATORE,2003,Kharif,Urad,1715,701,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,COIMBATORE,2003,Rabi,Gram,4627,3427,"Wilt, black rust and mould"
Tamil Nadu,COIMBATORE,2003,Whole Year,Arecanut,1577,,"Die back disease, bud rot and fruit rot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Ash Gourd,167,0,"Downy mildew, powdery mildew and leaf spot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Banana,4983,145880,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2003,Whole Year,Beans & Mutter(Vegetable),2,0,"Anthracnose, bean root rots, rust and blights"
Tamil Nadu,COIMBATORE,2003,Whole Year,Beet Root,290,0,"Leaf spot, curly top and beet mosaic"
Tamil Nadu,COIMBATORE,2003,Whole Year,Bhindi,337,2885,"Damping off, powdery mildew and wilt"
Tamil Nadu,COIMBATORE,2003,Whole Year,Bitter Gourd,233,0,"Yellow mosaic virus, wilt, leaf spot and root knot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Black pepper,127,25,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,COIMBATORE,2003,Whole Year,Bottle Gourd,6,0,"Anthracnose disease, leaf spots and nematode attack"
Tamil Nadu,COIMBATORE,2003,Whole Year,Brinjal,553,6182,"Damping Off, blight and leaf spot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Cabbage,5,318,"Damping off, club root of crucifers and Alternaria leaf spot."
Tamil Nadu,COIMBATORE,2003,Whole Year,Cardamom,813,63,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Cashewnut,249,86,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Cauliflower,55,0,"Leaf spot, soft rot, cauliflower mosaic and black rot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Citrus Fruit,59,62,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,COIMBATORE,2003,Whole Year,Coconut,99381,690200,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,COIMBATORE,2003,Whole Year,Coriander,1747,911,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2003,Whole Year,Cucumber,47,0,"Anthracnose, downy mildew and gummy stem blight"
Tamil Nadu,COIMBATORE,2003,Whole Year,Drum Stick,60,0,"Damping off and twig canker"
Tamil Nadu,COIMBATORE,2003,Whole Year,Dry chillies,1410,724,"Damping off, die back and Anthracnose"
Tamil Nadu,COIMBATORE,2003,Whole Year,Grapes,365,1638,"Grape rot, canker and botrytis"
Tamil Nadu,COIMBATORE,2003,Whole Year,Jack Fruit,14,135,"Soft rot, die back and leaf spot."
Tamil Nadu,COIMBATORE,2003,Whole Year,Lab-Lab,244,0,"Bacterial leaf spot and blight"
Tamil Nadu,COIMBATORE,2003,Whole Year,Mango,3793,10951,"Anthracnose, powdery mildew and die back disease"
Tamil Nadu,COIMBATORE,2003,Whole Year,Onion,1330,18824,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,COIMBATORE,2003,Whole Year,Orange,12,24,"Greening disease and citrus canker"
Tamil Nadu,COIMBATORE,2003,Whole Year,Other Citrus Fruit,213,0,"Citrus canker, citrus scab and gummosis"
Tamil Nadu,COIMBATORE,2003,Whole Year,Other Fresh Fruits,382,0,"Citrus decline, apple scab, mango malformation, guava wilt, fire blights, banana bunchy top and wilt, brown rots of stone fruits, crown galls, downy and powdery mildews"
Tamil Nadu,COIMBATORE,2003,Whole Year,Other Vegetables,322,0,"Anthracnose, leaf spot,wilt and blight"
Tamil Nadu,COIMBATORE,2003,Whole Year,Papaya,218,0,"Damping off, blight and powdery mildew"
Tamil Nadu,COIMBATORE,2003,Whole Year,Pome Fruit,156,1096,"Apple scab, fire blight, pear scab and powdery mildew"
Tamil Nadu,COIMBATORE,2003,Whole Year,Pome Granet,38,0,"Heart rot, Alternaria black spot and fruit spot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Pump Kin,387,0,"Powdery mildew, downy mildew and Anthracnose"
Tamil Nadu,COIMBATORE,2003,Whole Year,Redish,18,0,"Blight, rust and radish mosic"
Tamil Nadu,COIMBATORE,2003,Whole Year,Ribed Guard,80,0,"Anthracnose, powdery mildew and downy mildew"
Tamil Nadu,COIMBATORE,2003,Whole Year,Snak Guard,108,0,"Leaf spot, stem blight and leaf spot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Sugarcane,6299,548422,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Sweet potato,1,14,"Root rot, wilt and mold rot"
Tamil Nadu,COIMBATORE,2003,Whole Year,Tapioca,459,14224,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,COIMBATORE,2003,Whole Year,Tomato,4386,52229,"Damping off, leaf spot and canker"
Tamil Nadu,COIMBATORE,2003,Whole Year,Turmeric,1786,7945,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,COIMBATORE,2003,Whole Year,Water Melon,21,0,"Downy mildew, powdery mildew and Anthracnose"
Tamil Nadu,COIMBATORE,2003,Whole Year,Yam,5,0,"Anthracnose and yam mosaic virus"
Tamil Nadu,COIMBATORE,2004,Kharif,Arhar/Tur,296,198,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2004,Kharif,Bajra,460,865,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2004,Kharif,Castor seed,236,87,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,COIMBATORE,2004,Kharif,Cotton(lint),11547,14808,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,COIMBATORE,2004,Kharif,Dry ginger,1,19,"Dry rot and nematode disease"
Tamil Nadu,COIMBATORE,2004,Kharif,Groundnut,19147,24227,"Wilt, root rot and leaf spot"
Tamil Nadu,COIMBATORE,2004,Kharif,Horse-gram,5056,2466,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,COIMBATORE,2004,Kharif,Jowar,94888,32292,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,COIMBATORE,2004,Kharif,Maize,24692,27779,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,COIMBATORE,2004,Kharif,Moong(Green Gram),5435,2074,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,COIMBATORE,2004,Kharif,Other Kharif pulses,17642,3779,"Blight, wilt and root rot"
Tamil Nadu,COIMBATORE,2004,Kharif,Ragi,167,261,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,COIMBATORE,2004,Kharif,Rice,7239,24454,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2004,Kharif,Sesamum,1125,392,"Phyllody, dry root rot and blight"
Tamil Nadu,COIMBATORE,2004,Kharif,Small millets,13,18,"Downy mildew, smut disease and foot rot"
Tamil Nadu,COIMBATORE,2004,Kharif,Sunflower,453,482,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,COIMBATORE,2004,Kharif,Urad,2186,802,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,COIMBATORE,2004,Rabi,Gram,4146,3071,"Wilt, black rust and mould"
Tamil Nadu,COIMBATORE,2004,Rabi,Wheat,15,,"Powdery mildew, loose smut and rust"
Tamil Nadu,COIMBATORE,2004,Whole Year,Arecanut,1574,1844,"Die back disease, bud rot and fruit rot"
Tamil Nadu,COIMBATORE,2004,Whole Year,Banana,6102,285671,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2004,Whole Year,Cardamom,813,63,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,COIMBATORE,2004,Whole Year,Cashewnut,292,106,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2004,Whole Year,Coconut,100160,924200,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,COIMBATORE,2004,Whole Year,Coriander,1827,1329,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2004,Whole Year,Dry chillies,1058,469,"Damping off, die back and Anthracnose"
Tamil Nadu,COIMBATORE,2004,Whole Year,Onion,1878,21165,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,COIMBATORE,2004,Whole Year,Sugarcane,5883,679798,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2004,Whole Year,Sweet potato,2,30,"Root rot, wilt and mold rot"
Tamil Nadu,COIMBATORE,2004,Whole Year,Tapioca,579,23894,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,COIMBATORE,2004,Whole Year,Turmeric,1822,9686,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,COIMBATORE,2005,Kharif,Arhar/Tur,365,197,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2005,Kharif,Bajra,412,745,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2005,Kharif,Castor seed,486,178,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,COIMBATORE,2005,Kharif,Cotton(lint),6436,5710,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,COIMBATORE,2005,Kharif,Groundnut,22515,30471,"Wilt, root rot and leaf spot"
Tamil Nadu,COIMBATORE,2005,Kharif,Horse-gram,4261,1837,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,COIMBATORE,2005,Kharif,Jowar,77490,28383,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,COIMBATORE,2005,Kharif,Maize,21662,,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,COIMBATORE,2005,Kharif,Moong(Green Gram),4456,1579,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,COIMBATORE,2005,Kharif,Other Kharif pulses,12666,3077,"Blight, wilt and root rot"
Tamil Nadu,COIMBATORE,2005,Kharif,Ragi,69,116,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,COIMBATORE,2005,Kharif,Rice,7406,20665,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2005,Kharif,Sesamum,1478,715,"Phyllody, dry root rot and blight"
Tamil Nadu,COIMBATORE,2005,Kharif,Small millets,41,28,"Downy mildew, smut disease and foot rot"
Tamil Nadu,COIMBATORE,2005,Kharif,Soyabean,19,,"Rust, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2005,Kharif,Sunflower,282,350,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,COIMBATORE,2005,Kharif,Urad,1863,1302,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,COIMBATORE,2005,Rabi,Gram,4500,3335,"Wilt, black rust and mould"
Tamil Nadu,COIMBATORE,2005,Whole Year,Arecanut,1556,4469,"Die back disease, bud rot and fruit rot"
Tamil Nadu,COIMBATORE,2005,Whole Year,Banana,8056,395585,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2005,Whole Year,Black pepper,128,25,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,COIMBATORE,2005,Whole Year,Cardamom,869,68,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,COIMBATORE,2005,Whole Year,Cashewnut,303,115,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2005,Whole Year,Coconut,101541,10709,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,COIMBATORE,2005,Whole Year,Coriander,2086,649,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2005,Whole Year,Dry chillies,1331,756,"Damping off, die back and Anthracnose"
Tamil Nadu,COIMBATORE,2005,Whole Year,Onion,2366,27499,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,COIMBATORE,2005,Whole Year,Sugarcane,8894,1237716,"Red rot, wilt and grassy shoot"
Tamil Nadu,COIMBATORE,2005,Whole Year,Tapioca,848,32403,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,COIMBATORE,2005,Whole Year,Tobacco,327,489,"Black shank, damping off and nematode attack"
Tamil Nadu,COIMBATORE,2005,Whole Year,Turmeric,2339,17867,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,COIMBATORE,2006,Kharif,Rice,6221,24009,"Rice blast, brown spot and leaf blight"
Tamil Nadu,COIMBATORE,2006,Kharif,Small millets,6,6,"Downy mildew, smut disease and foot rot"
Tamil Nadu,COIMBATORE,2006,Rabi,Wheat,79,,"Powdery mildew, loose smut and rust"
Tamil Nadu,COIMBATORE,2006,Whole Year,Arecanut,1602,3828,"Die back disease, bud rot and fruit rot"
Tamil Nadu,COIMBATORE,2006,Whole Year,Arhar/Tur,544,398,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,COIMBATORE,2006,Whole Year,Bajra,458,856,"Blight, leaf spot and rust"
Tamil Nadu,COIMBATORE,2006,Whole Year,Banana,9948,396393,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,COIMBATORE,2006,Whole Year,Black pepper,129,25,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,COIMBATORE,2006,Whole Year,Cardamom,869,68,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,COIMBATORE,2006,Whole Year,Cashewnut,294,134,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,COIMBATORE,2006,Whole Year,Castor seed,280,103,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,COIMBATORE,2006,Whole Year,Coconut,104197,14829,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,COIMBATORE,2006,Whole Year,Coriander,1006,453,"Powdery mildew, wilt and stem gall "
Tamil Nadu,COIMBATORE,2006,Whole Year,Cotton(lint),3698,6518,"Leaf blight, leaf spot and streak virus "
